Claim ID,Date of Claim,Claim Amount,Claim Status,Reason for Claim,Settlement Date,Policy ID
CLM86256746,20-08-2023,71504,Approved,May drug lot pressure.,22-09-2023,POL18969442
CLM98321343,05-09-2023,75110,Denied,West subject challenge wind model magazine.,,POL91015458
CLM05407105,17-04-2023,99365,Approved,Relate right job community arm share technology.,12-05-2023,POL65820287
CLM86028129,04-11-2021,17545,Denied,Interest not garden yard century.,07-01-2022,POL76497051
CLM43883833,13-03-2023,69851,Pending,Chair his sea accept skill service local.,31-05-2023,POL42954389
CLM32244998,24-06-2023,99251,Pending,Discuss sometimes involve.,03-08-2023,POL30313207
CLM65865967,03-11-2024,42518,Pending,Popular option maybe recent reveal.,23-11-2024,POL83559583
CLM30312519,16-09-2022,62500,Denied,Issue reach study.,25-10-2022,POL30949010
CLM47529324,05-08-2020,71504,Pending,Turn catch several ten today two two.,,POL33443696
CLM38562679,23-07-2023,32004,Pending,Decide reason within want statement.,,POL65664761
CLM26015968,03-06-2022,43715,Approved,Modern parent maybe collection city.,14-08-2022,POL12056494
CLM10684433,19-09-2022,52595,Denied,Building though where rule.,,POL48692889
CLM13033819,21-08-2021,46522,Approved,Seven nearly wall eight.,,POL76937321
CLM40588624,02-07-2020,41084,Denied,Budget drop morning network responsibility firm story.,24-09-2020,POL38108331
CLM88252422,20-12-2022,82790,Approved,Alone back responsibility.,09-01-2023,POL55302444
CLM45394426,04-01-2021,3022,Approved,Deal data time seat.,06-03-2021,POL71765111
CLM55841426,08-07-2022,59258,Denied,Notice responsibility reflect.,07-09-2022,POL94782191
CLM47570090,16-09-2022,34485,Approved,Boy again movie body member.,,POL91787213
CLM51039776,19-02-2024,2689,Pending,Television view always hand large indicate than wonder.,,POL90687071
CLM16329077,10-05-2022,54181,Denied,During player certainly fight response high.,08-06-2022,POL79966692
CLM36701396,10-07-2022,14843,Pending,Full collection discuss boy traditional same bill.,06-10-2022,POL74617245
CLM63978724,08-04-2024,15950,Pending,Give every ability see.,20-06-2024,POL81367269
CLM89692522,05-05-2024,10716,Approved,Laugh nature environment establish.,10-06-2024,POL42638741
CLM61820272,13-08-2023,49476,Pending,East change carry to example understand always.,08-11-2023,POL89182008
CLM65853901,12-11-2024,35276,Denied,Adult often commercial him mean company feeling.,04-12-2024,POL97318899
CLM10591051,01-03-2023,66126,Denied,Feeling number former mouth news.,06-04-2023,POL49366333
CLM12863526,09-05-2022,93072,Pending,Individual high feel human his early.,03-07-2022,POL08689656
CLM93688572,15-06-2024,19877,Denied,Senior very speak.,11-09-2024,POL27597307
CLM43897993,26-05-2020,26423,Pending,Weight song student detail bring.,25-07-2020,POL98344452
CLM17039224,27-03-2024,31198,Denied,Half note certainly strategy.,,POL21436071
CLM10623007,18-05-2021,5375,Approved,New space everything body.,04-06-2021,POL84868487
CLM46772515,29-12-2021,66498,Pending,Able never usually several movie term chair.,26-02-2022,POL21670174
CLM42923761,31-05-2024,49705,Approved,Operation form ball everybody its matter.,07-08-2024,POL41401323
CLM77016177,11-02-2024,93377,Approved,Talk heavy beat agent bad.,,POL07640768
CLM87667026,02-09-2020,33798,Pending,Hope worry learn lose end term blood.,13-11-2020,POL59950728
CLM53818950,26-08-2023,18929,Pending,Record radio cut know despite camera finally point.,03-10-2023,POL44871604
CLM42883187,08-12-2020,66567,Pending,Our explain southern agreement.,21-01-2021,POL56665937
CLM18554435,17-02-2021,79919,Approved,Bank stage scene note.,,POL39946670
CLM45325230,21-07-2021,4495,Approved,Notice shoulder star body.,21-09-2021,POL53814466
CLM12131701,30-12-2022,87456,Pending,Author final affect soldier time college exist.,05-02-2023,POL20155433
CLM56570097,29-03-2024,56299,Pending,Scientist evidence ask visit recent help role large.,12-04-2024,POL12558722
CLM61688487,06-08-2021,34595,Denied,Structure but attention agreement inside.,27-09-2021,POL23193106
CLM51820723,16-05-2020,57190,Pending,Film cultural large among east.,,POL67550492
CLM65682842,17-11-2023,17027,Pending,Personal couple budget people medical.,,POL03710995
CLM10821564,12-11-2023,38811,Denied,Return might meet likely hit.,18-12-2023,POL34664875
CLM11700096,16-10-2024,68087,Denied,Fish year above can.,30-10-2024,POL38146133
CLM90135844,24-11-2020,30205,Approved,One health face consider story executive.,,POL79351007
CLM92262856,27-12-2021,91456,Pending,Democratic write meet yet state great.,16-01-2022,POL40049374
CLM44879801,17-01-2022,21641,Denied,As physical as sister director.,30-01-2022,POL12156543
CLM27537882,11-06-2022,62001,Approved,Turn dinner say argue.,04-08-2022,POL88774190
CLM98654634,05-04-2024,12405,Approved,Kind themselves method onto level green.,,POL15402724
CLM29309533,16-01-2021,14658,Approved,Fire turn value need.,,POL21300763
CLM40297641,09-08-2021,75733,Denied,Charge American process.,,POL95138693
CLM61295388,05-09-2021,60004,Denied,Room box single.,,POL58297595
CLM06314685,04-07-2020,11744,Approved,Goal book behavior.,25-08-2020,POL41920122
CLM59963348,23-02-2020,52231,Pending,Call should news cell specific pass statement.,25-03-2020,POL58297595
CLM82733355,29-10-2023,19586,Denied,Technology organization teach open property.,19-01-2024,POL32079740
CLM28651491,25-10-2020,37395,Pending,Yet whether treat difficult.,04-01-2021,POL87412754
CLM39214465,12-09-2020,79928,Approved,Have produce employee drive may imagine.,25-10-2020,POL75543657
CLM73768450,19-02-2023,80920,Approved,Get but as wind.,19-03-2023,POL34252252
CLM40964937,26-11-2020,86708,Denied,Customer gun nothing ready wish name half.,11-12-2020,POL22162508
CLM66908388,30-12-2021,40835,Approved,Eat home great center.,28-03-2022,POL96268536
CLM65157467,22-04-2024,18475,Pending,List politics industry which television especially animal.,08-07-2024,POL81138188
CLM93854848,19-02-2023,55496,Pending,Threat evidence expect school more.,14-04-2023,POL84960859
CLM64495427,26-09-2020,45920,Pending,Contain season here others stock relate act.,18-12-2020,POL77019254
CLM87712063,14-06-2023,3210,Approved,Billion mother become foreign type.,,POL31666008
CLM93104733,08-08-2022,50878,Approved,Pick pretty bit measure.,14-09-2022,POL77181254
CLM03837294,02-04-2024,43062,Denied,Rock feel room explain grow.,,POL53957372
CLM09120499,13-10-2023,54226,Denied,Sing enough upon rest late.,28-11-2023,POL71437971
CLM53945128,19-07-2020,85386,Approved,Strong support short research.,,POL45719981
CLM42744564,27-01-2021,23311,Approved,Share run article hot buy.,27-04-2021,POL93108727
CLM40254233,04-04-2021,48217,Pending,Race believe manage try that think statement.,11-06-2021,POL42993604
CLM91446431,10-06-2023,35481,Approved,Personal tell one choice why clear.,11-07-2023,POL73143221
CLM66915535,25-03-2023,99313,Approved,Contain though small plant provide.,,POL54130737
CLM92581987,06-04-2024,34735,Pending,Huge writer business method around.,29-04-2024,POL37350059
CLM04389295,11-09-2024,88847,Pending,Center table blue course improve prepare human.,27-09-2024,POL94885800
CLM86587619,04-12-2023,21997,Approved,Material grow record.,07-01-2024,POL64943722
CLM66342117,28-04-2024,99717,Pending,Build while while throughout industry.,01-06-2024,POL98908747
CLM46066784,22-12-2021,68461,Approved,Maintain remain leave baby sense center forget star.,23-01-2022,POL89077589
CLM45618099,22-12-2024,94674,Denied,Involve determine will peace.,05-03-2025,POL63888565
CLM86155229,28-07-2024,39837,Approved,Next charge always modern respond human check.,16-09-2024,POL54249410
CLM65552705,02-05-2023,57771,Approved,Now north street since.,20-06-2023,POL88358873
CLM09509828,19-05-2022,30031,Denied,Decade give list we arm without save operation.,21-07-2022,POL77763107
CLM73628419,29-09-2021,87270,Denied,Work marriage until item.,03-11-2021,POL22916343
CLM85775270,17-12-2020,36765,Denied,Parent conference material commercial.,21-02-2021,POL89758388
CLM37928217,12-06-2020,53522,Denied,Customer door large keep.,11-07-2020,POL82345838
CLM02915961,22-04-2021,3700,Pending,Culture activity know hour.,,POL65121827
CLM43321281,23-04-2020,38363,Approved,East choice society why send.,17-06-2020,POL70067654
CLM51289054,27-10-2020,67208,Approved,Though cut leader recently.,,POL48548690
CLM08402146,15-11-2023,51528,Pending,Account discover will nothing authority.,,POL99343551
CLM19257643,20-09-2024,20232,Approved,Mind president lay upon.,11-10-2024,POL20769779
CLM14091784,24-07-2021,44614,Pending,News well allow night.,,POL13303189
CLM32676442,28-07-2021,18136,Pending,Piece thousand summer general week another.,11-08-2021,POL71130458
CLM07061200,28-07-2024,1044,Approved,Include success west born theory.,19-08-2024,POL02002771
CLM77081414,24-04-2021,84253,Approved,Sea question by seat within to manage.,06-05-2021,POL08764986
CLM06346118,04-11-2022,17675,Denied,Make each hour situation.,23-12-2022,POL68048439
CLM02704457,25-10-2024,98527,Denied,Southern fire lawyer future glass popular meet.,08-12-2024,POL79257166
CLM74829550,02-08-2020,59480,Pending,Couple maybe collection fire rise include left central.,17-10-2020,POL05346323
CLM29022642,27-12-2023,29217,Pending,Travel ok team while.,22-02-2024,POL45017081
CLM34320760,18-12-2022,4118,Pending,Beyond tell four example daughter indicate.,13-02-2023,POL97638998
CLM39658151,09-05-2020,37503,Approved,Rise understand cup Democrat they.,,POL80301647
CLM42961977,09-08-2022,33383,Denied,Management quality little hotel resource yes.,03-09-2022,POL27691978
CLM96367025,12-09-2022,33313,Denied,Serious control while common.,21-11-2022,POL26862449
CLM52597918,21-12-2021,16833,Pending,Girl career tend five out month value.,02-02-2022,POL14632307
CLM95843853,20-11-2020,69993,Pending,American plan oil television among parent.,,POL37305327
CLM14496655,23-01-2020,2587,Pending,Behind political history story shoulder.,25-03-2020,POL48511316
CLM22922122,22-01-2024,38972,Denied,Have hope black growth trouble could.,18-02-2024,POL48214691
CLM33298957,26-11-2024,60830,Pending,Provide myself do begin.,07-02-2025,POL29207038
CLM94144052,05-07-2022,6893,Denied,Candidate travel include identify.,15-07-2022,POL50239325
CLM87445029,23-08-2023,32560,Approved,Eight western discover.,,POL77573735
CLM79457961,12-04-2024,61798,Pending,Type lose sense order fear find think.,09-06-2024,POL16340905
CLM78817166,17-05-2023,23384,Pending,Minute peace data wind watch together.,29-06-2023,POL66769688
CLM59896801,17-06-2024,34918,Pending,Kind entire one man American.,01-08-2024,POL00811165
CLM27225902,02-04-2023,74162,Approved,Yeah yard economy drive a black list.,,POL21102975
CLM16401047,27-11-2024,20191,Approved,Machine prove avoid relationship late seek several.,20-02-2025,POL09444948
CLM17507901,24-03-2021,94472,Denied,Physical old simple Mr.,19-05-2021,POL88925713
CLM13079393,21-07-2023,65131,Denied,Seek meeting trial simple form agree guess.,21-08-2023,POL02489128
CLM89255328,13-03-2020,44432,Pending,Cultural others total great like after.,31-03-2020,POL90115447
CLM16515367,09-06-2021,14521,Denied,Cell information success.,,POL13811589
CLM27629897,11-09-2024,94236,Pending,Although politics draw lead game.,,POL29059161
CLM17791764,01-04-2024,41143,Denied,Writer drug help economic protect pick necessary fill.,14-06-2024,POL91089424
CLM25789603,02-12-2022,55840,Pending,Plant quality free discover fine shake.,,POL32907592
CLM21447490,02-12-2023,71580,Approved,Computer evidence change safe.,,POL83969664
CLM32355334,04-04-2020,5639,Denied,Go choice sort machine mouth.,11-05-2020,POL83057308
CLM70542192,29-03-2021,40369,Denied,Entire leave need lawyer person none.,21-05-2021,POL69129432
CLM70240986,15-11-2024,48810,Pending,Wear fast each have.,,POL81196491
CLM69612017,04-04-2023,14682,Approved,Make standard religious keep.,28-04-2023,POL02976851
CLM01982432,26-09-2024,37168,Pending,Wait girl sense it maintain he time.,02-11-2024,POL91441410
CLM64375306,09-11-2023,8037,Denied,Finally hundred standard prevent point.,07-02-2024,POL22918011
CLM99060829,03-10-2024,41106,Approved,Themselves century section down difficult on.,,POL54191606
CLM20754219,01-07-2024,17959,Approved,Next vote car type.,,POL33326034
CLM64099698,31-07-2023,55978,Denied,Seem then nature.,26-10-2023,POL21410812
CLM01929433,27-11-2020,54584,Approved,Staff son purpose almost.,05-02-2021,POL11386721
CLM32431304,29-03-2022,36087,Pending,Small result painting exactly practice.,09-05-2022,POL04954474
CLM05450479,05-10-2024,80506,Denied,Term apply work case.,08-12-2024,POL01976477
CLM99760776,22-06-2021,19035,Pending,Fall use onto account remain.,,POL44326317
CLM02260539,27-12-2019,29256,Pending,Site leader fast manager.,11-03-2020,POL52952594
CLM29880819,06-03-2021,33263,Pending,Continue stand politics spring far.,20-04-2021,POL56127428
CLM94363512,12-07-2021,54370,Denied,For main identify significant how.,27-08-2021,POL67611471
CLM11188756,20-07-2020,32429,Pending,Nice against region candidate road.,07-10-2020,POL70866676
CLM52998987,25-04-2020,54469,Approved,Bit this each best analysis time.,,POL38913667
CLM55062900,01-04-2022,65044,Approved,Step get ground beautiful pick two answer.,20-06-2022,POL63414573
CLM92629323,27-12-2022,94713,Denied,Cause everyone leave spend style position.,20-01-2023,POL24185779
CLM35594459,20-06-2023,8402,Approved,How too less enough suggest name decade.,,POL58601836
CLM49121805,04-06-2022,27900,Pending,People better bad deep create near.,25-07-2022,POL64331306
CLM17431759,18-07-2021,21460,Approved,In property edge measure.,07-08-2021,POL87735228
CLM54523341,03-08-2023,99794,Approved,Ok then agree despite.,02-10-2023,POL21795687
CLM21081947,27-11-2020,53314,Denied,Seem him best sit which think.,,POL68888844
CLM01678812,01-06-2023,34247,Approved,Around top relationship later whom forget loss.,28-08-2023,POL71306650
CLM89016862,22-05-2024,10097,Approved,Approach east boy.,14-07-2024,POL64086319
CLM91413185,27-11-2022,47770,Denied,Size story amount data must.,25-12-2022,POL73019543
CLM99071484,25-07-2023,40364,Approved,Affect he professional rest forget also board whom.,,POL11303623
CLM39728168,23-02-2023,59555,Pending,Technology hand deep hear maintain room.,11-04-2023,POL03499634
CLM00308862,26-07-2022,29188,Denied,Through force avoid painting as.,09-09-2022,POL36441789
CLM48368889,20-09-2023,44744,Approved,Structure how local owner.,19-10-2023,POL20597369
CLM50591997,28-07-2020,43589,Approved,Full foreign begin weight.,13-08-2020,POL25139363
CLM65348213,17-02-2022,32587,Denied,Either piece ability last.,20-03-2022,POL43653022
CLM40294922,08-11-2023,91614,Approved,Through weight check space cause.,23-12-2023,POL94518815
CLM38137175,21-02-2023,53657,Approved,Prevent wide machine large century how.,07-04-2023,POL81605555
CLM29081349,15-09-2023,7306,Denied,View national in bank nor receive west force.,29-11-2023,POL85437892
CLM58481050,12-05-2023,25894,Pending,Forward top model for morning word wide political.,12-07-2023,POL89122177
CLM55475355,26-02-2023,75916,Pending,Enter in material from natural get.,29-04-2023,POL70257677
CLM74386490,19-04-2022,10623,Denied,Say space south field.,15-07-2022,POL28550299
